,name,positions,player_url,number,height,weight,team,Year
237,Edmond Sumner,PG,https://www.basketball-reference.com/players/s/sumneed01.html,5,6-4,196,Indiana Pacers,2019
238,Myles Turner,C,https://www.basketball-reference.com/players/t/turnemy01.html,33,6-11,250,Indiana Pacers,2019
239,Thaddeus Young,PF,https://www.basketball-reference.com/players/y/youngth01.html,21,6-8,235,Indiana Pacers,2019
240,Patrick Beverley,PG,https://www.basketball-reference.com/players/b/beverpa01.html,21,6-1,180,Los Angeles Clippers,2019
241,Avery Bradley,SG,https://www.basketball-reference.com/players/b/bradlav01.html,11,6-3,180,Los Angeles Clippers,2019
242,Wilson Chandler,SF,https://www.basketball-reference.com/players/c/chandwi01.html,22,6-8,235,Los Angeles Clippers,2019
243,Angel Delgado,C,https://www.basketball-reference.com/players/d/delgaan01.html,31,6-10,245,Los Angeles Clippers,2019
244,Danilo Gallinari,SF,https://www.basketball-reference.com/players/g/gallida01.html,8,6-10,233,Los Angeles Clippers,2019
245,Shai Gilgeous-Alexander,PG,https://www.basketball-reference.com/players/g/gilgesh01.html,2,6-5,180,Los Angeles Clippers,2019
246,Marcin Gortat,C,https://www.basketball-reference.com/players/g/gortama01.html,13,6-11,240,Los Angeles Clippers,2019
247,JaMychal Green,PF,https://www.basketball-reference.com/players/g/greenja01.html,4,6-8,227,Los Angeles Clippers,2019
248,Montrezl Harrell,C,https://www.basketball-reference.com/players/h/harremo01.html,5,6-7,240,Los Angeles Clippers,2019
249,Tobias Harris,PF,https://www.basketball-reference.com/players/h/harrito02.html,34,6-8,226,Los Angeles Clippers,2019
250,Boban Marjanovic,C,https://www.basketball-reference.com/players/m/marjabo01.html,51,7-4,290,Los Angeles Clippers,2019
251,Luc Mbah a Moute,PF,https://www.basketball-reference.com/players/m/mbahalu01.html,12,6-8,230,Los Angeles Clippers,2019
252,Johnathan Motley,PF,https://www.basketball-reference.com/players/m/motlejo01.html,15,6-8,230,Los Angeles Clippers,2019
253,Jerome Robinson,SG,https://www.basketball-reference.com/players/r/robinje01.html,10,6-4,190,Los Angeles Clippers,2019
254,Mike Scott,PF,https://www.basketball-reference.com/players/s/scottmi01.html,30,6-7,237,Los Angeles Clippers,2019
255,Landry Shamet,SG,https://www.basketball-reference.com/players/s/shamela01.html,20,6-4,190,Los Angeles Clippers,2019
256,Garrett Temple,SG,https://www.basketball-reference.com/players/t/templga01.html,17,6-5,195,Los Angeles Clippers,2019
257,Milos Teodosic,PG,https://www.basketball-reference.com/players/t/teodomi01.html,4,6-5,196,Los Angeles Clippers,2019
258,Sindarius Thornwell,SG,https://www.basketball-reference.com/players/t/thornsi01.html,0,6-5,215,Los Angeles Clippers,2019
259,Tyrone Wallace,PG,https://www.basketball-reference.com/players/w/wallaty01.html,9,6-5,198,Los Angeles Clippers,2019
260,Lou Williams,SG,https://www.basketball-reference.com/players/w/willilo02.html,23,6-1,175,Los Angeles Clippers,2019
261,Ivica Zubac,C,https://www.basketball-reference.com/players/z/zubaciv01.html,40,7-0,240,Los Angeles Clippers,2019
262,Lonzo Ball,PG,https://www.basketball-reference.com/players/b/balllo01.html,2,6-6,190,Los Angeles Lakers,2019
263,Michael Beasley,PF,https://www.basketball-reference.com/players/b/beaslmi01.html,11,6-9,235,Los Angeles Lakers,2019
264,Isaac Bonga,PG,https://www.basketball-reference.com/players/b/bongais01.html,17,6-8,180,Los Angeles Lakers,2019
265,Reggie Bullock,SG,https://www.basketball-reference.com/players/b/bullore01.html,35,6-6,205,Los Angeles Lakers,2019
266,Kentavious Caldwell-Pope,SG,https://www.basketball-reference.com/players/c/caldwke01.html,1,6-5,204,Los Angeles Lakers,2019
267,Alex Caruso,PG,https://www.basketball-reference.com/players/c/carusal01.html,4,6-5,186,Los Angeles Lakers,2019
268,Tyson Chandler,C,https://www.basketball-reference.com/players/c/chandty01.html,5,7-0,235,Los Angeles Lakers,2019
269,Josh Hart,SG,https://www.basketball-reference.com/players/h/hartjo01.html,3,6-5,215,Los Angeles Lakers,2019
270,Andre Ingram,SG,https://www.basketball-reference.com/players/i/ingraan01.html,20,6-3,190,Los Angeles Lakers,2019
271,Brandon Ingram,SF,https://www.basketball-reference.com/players/i/ingrabr01.html,14,6-7,190,Los Angeles Lakers,2019
272,LeBron James,SF,https://www.basketball-reference.com/players/j/jamesle01.html,23,6-9,250,Los Angeles Lakers,2019
273,Jemerrio Jones,SF,https://www.basketball-reference.com/players/j/jonesje01.html,10,6-5,174,Los Angeles Lakers,2019
274,Kyle Kuzma,PF,https://www.basketball-reference.com/players/k/kuzmaky01.html,0,6-8,221,Los Angeles Lakers,2019
275,Scott Machado,PG,https://www.basketball-reference.com/players/m/machasc01.html,10,6-1,205,Los Angeles Lakers,2019
276,JaVale McGee,C,https://www.basketball-reference.com/players/m/mcgeeja01.html,7,7-0,270,Los Angeles Lakers,2019
277,Mike Muscala,PF,https://www.basketball-reference.com/players/m/muscami01.html,31,6-10,240,Los Angeles Lakers,2019
278,Sviatoslav Mykhailiuk,SF,https://www.basketball-reference.com/players/m/mykhasv01.html,10,6-7,205,Los Angeles Lakers,2019
279,Rajon Rondo,PG,https://www.basketball-reference.com/players/r/rondora01.html,9,6-1,180,Los Angeles Lakers,2019
280,Lance Stephenson,SG,https://www.basketball-reference.com/players/s/stephla01.html,6,6-6,230,Los Angeles Lakers,2019
281,Moritz Wagner,C,https://www.basketball-reference.com/players/w/wagnemo01.html,15,6-11,245,Los Angeles Lakers,2019
282,Johnathan Williams,C,https://www.basketball-reference.com/players/w/willijo04.html,19,6-9,228,Los Angeles Lakers,2019
283,Ivica Zubac,C,https://www.basketball-reference.com/players/z/zubaciv01.html,40,7-0,240,Los Angeles Lakers,2019
284,Kyle Anderson,SF,https://www.basketball-reference.com/players/a/anderky01.html,1,6-9,230,Memphis Grizzlies,2019
285,Avery Bradley,SG,https://www.basketball-reference.com/players/b/bradlav01.html,0,6-3,180,Memphis Grizzlies,2019
286,Dillon Brooks,SF,https://www.basketball-reference.com/players/b/brookdi01.html,24,6-7,225,Memphis Grizzlies,2019
287,MarShon Brooks,SG,https://www.basketball-reference.com/players/b/brookma01.html,8,6-5,200,Memphis Grizzlies,2019
288,Bruno Caboclo,PF,https://www.basketball-reference.com/players/c/cabocbr01.html,5,6-9,218,Memphis Grizzlies,2019
289,Jevon Carter,PG,https://www.basketball-reference.com/players/c/carteje01.html,3,6-1,200,Memphis Grizzlies,2019
290,Omri Casspi,SF,https://www.basketball-reference.com/players/c/casspom01.html,18,6-9,225,Memphis Grizzlies,2019
291,Mike Conley,PG,https://www.basketball-reference.com/players/c/conlemi01.html,11,6-1,175,Memphis Grizzlies,2019
292,Tyler Dorsey,SG,https://www.basketball-reference.com/players/d/dorsety01.html,22,6-5,183,Memphis Grizzlies,2019
293,Marc Gasol,C,https://www.basketball-reference.com/players/g/gasolma01.html,33,6-11,255,Memphis Grizzlies,2019
294,JaMychal Green,PF,https://www.basketball-reference.com/players/g/greenja01.html,0,6-8,227,Memphis Grizzlies,2019
295,Dusty Hannahs,SG,https://www.basketball-reference.com/players/h/hannadu01.html,8,6-3,210,Memphis Grizzlies,2019
296,Andrew Harrison,PG,https://www.basketball-reference.com/players/h/harrian01.html,5,6-6,213,Memphis Grizzlies,2019
297,Justin Holiday,SG,https://www.basketball-reference.com/players/h/holidju01.html,7,6-6,180,Memphis Grizzlies,2019
298,Jaren Jackson,PF,https://www.basketball-reference.com/players/j/jacksja02.html,13,6-11,242,Memphis Grizzlies,2019
299,Shelvin Mack,PG,https://www.basketball-reference.com/players/m/macksh01.html,6,6-3,203,Memphis Grizzlies,2019
300,C.J. Miles,SF,https://www.basketball-reference.com/players/m/milescj01.html,6,6-6,220,Memphis Grizzlies,2019
301,Joakim Noah,C,https://www.basketball-reference.com/players/n/noahjo01.html,55,6-11,230,Memphis Grizzlies,2019
302,Chandler Parsons,SF,https://www.basketball-reference.com/players/p/parsoch01.html,25,6-9,230,Memphis Grizzlies,2019
303,Ivan Rabb,PF,https://www.basketball-reference.com/players/r/rabbiv01.html,10,6-10,220,Memphis Grizzlies,2019
304,Wayne Selden,SG,https://www.basketball-reference.com/players/s/seldewa01.html,7,6-5,230,Memphis Grizzlies,2019
305,D.J. Stephens,SG,https://www.basketball-reference.com/players/s/stephdj01.html,20,6-5,188,Memphis Grizzlies,2019
306,Garrett Temple,SG,https://www.basketball-reference.com/players/t/templga01.html,17,6-5,195,Memphis Grizzlies,2019
307,Jonas Valanciunas,C,https://www.basketball-reference.com/players/v/valanjo01.html,17,6-11,265,Memphis Grizzlies,2019
308,Julian Washburn,SF,https://www.basketball-reference.com/players/w/washbju01.html,4,6-8,210,Memphis Grizzlies,2019
309,Yuta Watanabe,SF,https://www.basketball-reference.com/players/w/watanyu01.html,12,6-8,215,Memphis Grizzlies,2019
310,Delon Wright,PG,https://www.basketball-reference.com/players/w/wrighde01.html,2,6-5,185,Memphis Grizzlies,2019
311,Tyler Zeller,C,https://www.basketball-reference.com/players/z/zellety01.html,45,7-0,253,Memphis Grizzlies,2019
312,Bam Adebayo,C,https://www.basketball-reference.com/players/a/adebaba01.html,13,6-9,255,Miami Heat,2019
313,Ryan Anderson,PF,https://www.basketball-reference.com/players/a/anderry01.html,31,6-9,240,Miami Heat,2019
314,Goran Dragic,PG,https://www.basketball-reference.com/players/d/dragigo01.html,7,6-3,190,Miami Heat,2019
315,Wayne Ellington,SG,https://www.basketball-reference.com/players/e/ellinwa01.html,2,6-4,207,Miami Heat,2019
316,Udonis Haslem,C,https://www.basketball-reference.com/players/h/hasleud01.html,40,6-8,235,Miami Heat,2019
317,James Johnson,PF,https://www.basketball-reference.com/players/j/johnsja01.html,16,6-7,240,Miami Heat,2019
318,Tyler Johnson,PG,https://www.basketball-reference.com/players/j/johnsty01.html,8,6-3,186,Miami Heat,2019
319,Derrick Jones,SF,https://www.basketball-reference.com/players/j/jonesde02.html,5,6-6,210,Miami Heat,2019
320,Yante Maten,PF,https://www.basketball-reference.com/players/m/matenya01.html,00,6-8,240,Miami Heat,2019
321,Rodney McGruder,SG,https://www.basketball-reference.com/players/m/mcgruro01.html,17,6-4,205,Miami Heat,2019
322,Kelly Olynyk,PF,https://www.basketball-reference.com/players/o/olynyke01.html,9,6-11,240,Miami Heat,2019
323,Josh Richardson,SG,https://www.basketball-reference.com/players/r/richajo01.html,0,6-5,200,Miami Heat,2019
324,Duncan Robinson,PF,https://www.basketball-reference.com/players/r/robindu01.html,55,6-7,215,Miami Heat,2019
325,Emanuel Terry,PF,https://www.basketball-reference.com/players/t/terryem01.html,12,6-9,220,Miami Heat,2019
326,Dwyane Wade,SG,https://www.basketball-reference.com/players/w/wadedw01.html,3,6-4,220,Miami Heat,2019
327,Dion Waiters,SG,https://www.basketball-reference.com/players/w/waitedi01.html,11,6-3,215,Miami Heat,2019
328,Hassan Whiteside,C,https://www.basketball-reference.com/players/w/whiteha01.html,21,7-0,265,Miami Heat,2019
329,Justise Winslow,SF,https://www.basketball-reference.com/players/w/winslju01.html,20,6-6,222,Miami Heat,2019
330,Giannis Antetokounmpo,PF,https://www.basketball-reference.com/players/a/antetgi01.html,34,6-11,242,Milwaukee Bucks,2019
331,Eric Bledsoe,PG,https://www.basketball-reference.com/players/b/bledser01.html,6,6-1,214,Milwaukee Bucks,2019
332,Malcolm Brogdon,SG,https://www.basketball-reference.com/players/b/brogdma01.html,13,6-5,229,Milwaukee Bucks,2019
333,Sterling Brown,SG,https://www.basketball-reference.com/players/b/brownst02.html,23,6-5,219,Milwaukee Bucks,2019
334,Isaiah Canaan,PG,https://www.basketball-reference.com/players/c/canaais01.html,7,6-0,201,Milwaukee Bucks,2019
335,Bonzie Colson,SF,https://www.basketball-reference.com/players/c/colsobo01.html,50,6-6,224,Milwaukee Bucks,2019
336,Pat Connaughton,SG,https://www.basketball-reference.com/players/c/connapa01.html,24,6-5,209,Milwaukee Bucks,2019
337,Matthew Dellavedova,PG,https://www.basketball-reference.com/players/d/dellama01.html,8,6-3,200,Milwaukee Bucks,2019
338,Donte DiVincenzo,SG,https://www.basketball-reference.com/players/d/divindo01.html,9,6-4,203,Milwaukee Bucks,2019
339,Trevon Duval,PG,https://www.basketball-reference.com/players/d/duvaltr01.html,0,6-2,189,Milwaukee Bucks,2019
340,Tim Frazier,PG,https://www.basketball-reference.com/players/f/fraziti01.html,12,6-0,170,Milwaukee Bucks,2019
341,Pau Gasol,C,https://www.basketball-reference.com/players/g/gasolpa01.html,17,7-0,250,Milwaukee Bucks,2019
342,John Henson,C,https://www.basketball-reference.com/players/h/hensojo01.html,31,6-9,219,Milwaukee Bucks,2019
343,George Hill,PG,https://www.basketball-reference.com/players/h/hillge01.html,3,6-3,188,Milwaukee Bucks,2019
344,Ersan Ilyasova,PF,https://www.basketball-reference.com/players/i/ilyaser01.html,77,6-9,235,Milwaukee Bucks,2019
345,Brook Lopez,C,https://www.basketball-reference.com/players/l/lopezbr01.html,11,7-0,282,Milwaukee Bucks,2019
346,Thon Maker,C,https://www.basketball-reference.com/players/m/makerth01.html,7,7-0,221,Milwaukee Bucks,2019
347,Khris Middleton,SF,https://www.basketball-reference.com/players/m/middlkh01.html,22,6-7,222,Milwaukee Bucks,2019
348,Nikola Mirotic,PF,https://www.basketball-reference.com/players/m/mirotni01.html,41,6-10,250,Milwaukee Bucks,2019
349,Jaylen Morris,SG,https://www.basketball-reference.com/players/m/morrija01.html,30,6-5,185,Milwaukee Bucks,2019
350,Jason Smith,PF,https://www.basketball-reference.com/players/s/smithja02.html,20,7-0,240,Milwaukee Bucks,2019
351,Tony Snell,SF,https://www.basketball-reference.com/players/s/snellto01.html,21,6-6,213,Milwaukee Bucks,2019
352,D.J. Wilson,PF,https://www.basketball-reference.com/players/w/wilsodj01.html,5,6-10,231,Milwaukee Bucks,2019
353,Christian Wood,PF,https://www.basketball-reference.com/players/w/woodch01.html,35,6-10,214,Milwaukee Bucks,2019
354,Keita Bates-Diop,SF,https://www.basketball-reference.com/players/b/bateske01.html,31,6-8,229,Minnesota Timberwolves,2019
355,Jerryd Bayless,PG,https://www.basketball-reference.com/players/b/bayleje01.html,8,6-3,200,Minnesota Timberwolves,2019
356,Jimmy Butler,SG,https://www.basketball-reference.com/players/b/butleji01.html,23,6-7,230,Minnesota Timberwolves,2019
357,Isaiah Canaan,PG,https://www.basketball-reference.com/players/c/canaais01.html,7,6-0,201,Minnesota Timberwolves,2019
358,Robert Covington,SF,https://www.basketball-reference.com/players/c/covinro01.html,33,6-7,209,Minnesota Timberwolves,2019
359,Mitch Creek,SF,https://www.basketball-reference.com/players/c/creekmi01.html,55,6-5,216,Minnesota Timberwolves,2019
360,Luol Deng,SF,https://www.basketball-reference.com/players/d/denglu01.html,9,6-9,237,Minnesota Timberwolves,2019
361,Gorgui Dieng,C,https://www.basketball-reference.com/players/d/dienggo01.html,5,6-10,252,Minnesota Timberwolves,2019
362,Taj Gibson,PF,https://www.basketball-reference.com/players/g/gibsota01.html,67,6-9,232,Minnesota Timberwolves,2019
363,Tyus Jones,PG,https://www.basketball-reference.com/players/j/jonesty01.html,1,6-0,196,Minnesota Timberwolves,2019
364,James Nunnally,SF,https://www.basketball-reference.com/players/n/nunnaja01.html,7,6-7,208,Minnesota Timberwolves,2019
365,Josh Okogie,SG,https://www.basketball-reference.com/players/o/okogijo01.html,20,6-4,213,Minnesota Timberwolves,2019
366,Cameron Reynolds,SG,https://www.basketball-reference.com/players/r/reynoca01.html,13,6-7,225,Minnesota Timberwolves,2019
367,Derrick Rose,PG,https://www.basketball-reference.com/players/r/rosede01.html,25,6-2,200,Minnesota Timberwolves,2019
368,Dario Saric,PF,https://www.basketball-reference.com/players/s/saricda01.html,36,6-10,225,Minnesota Timberwolves,2019
369,Jeff Teague,PG,https://www.basketball-reference.com/players/t/teaguje01.html,0,6-3,195,Minnesota Timberwolves,2019
370,Jared Terrell,SG,https://www.basketball-reference.com/players/t/terreja01.html,3,6-3,227,Minnesota Timberwolves,2019
371,Anthony Tolliver,PF,https://www.basketball-reference.com/players/t/tollian01.html,43,6-8,240,Minnesota Timberwolves,2019
372,Karl-Anthony Towns,C,https://www.basketball-reference.com/players/t/townska01.html,32,6-11,248,Minnesota Timberwolves,2019
373,Andrew Wiggins,SF,https://www.basketball-reference.com/players/w/wiggian01.html,22,6-7,197,Minnesota Timberwolves,2019
374,C.J. Williams,SG,https://www.basketball-reference.com/players/w/willicj01.html,12,6-5,226,Minnesota Timberwolves,2019
375,Dairis Bertans,SG,https://www.basketball-reference.com/players/b/bertada02.html,9,6-4,200,New Orleans Pelicans,2019
376,Ian Clark,SG,https://www.basketball-reference.com/players/c/clarkia01.html,2,6-3,175,New Orleans Pelicans,2019
377,Anthony Davis,C,https://www.basketball-reference.com/players/d/davisan02.html,23,6-10,253,New Orleans Pelicans,2019
378,Cheick Diallo,PF,https://www.basketball-reference.com/players/d/diallch01.html,13,6-8,219,New Orleans Pelicans,2019
379,Tim Frazier,PG,https://www.basketball-reference.com/players/f/fraziti01.html,10,6-0,170,New Orleans Pelicans,2019
380,Andrew Harrison,PG,https://www.basketball-reference.com/players/h/harrian01.html,1,6-6,213,New Orleans Pelicans,2019
381,Solomon Hill,SF,https://www.basketball-reference.com/players/h/hillso01.html,44,6-6,226,New Orleans Pelicans,2019
382,Jrue Holiday,SG,https://www.basketball-reference.com/players/h/holidjr01.html,11,6-3,205,New Orleans Pelicans,2019
383,Frank Jackson,PG,https://www.basketball-reference.com/players/j/jacksfr01.html,15,6-3,205,New Orleans Pelicans,2019
384,Stanley Johnson,SF,https://www.basketball-reference.com/players/j/johnsst04.html,3,6-6,242,New Orleans Pelicans,2019
385,Wesley Johnson,SF,https://www.basketball-reference.com/players/j/johnswe01.html,33,6-7,215,New Orleans Pelicans,2019
386,Darius Miller,SF,https://www.basketball-reference.com/players/m/milleda01.html,21,6-6,225,New Orleans Pelicans,2019
387,Nikola Mirotic,PF,https://www.basketball-reference.com/players/m/mirotni01.html,3,6-10,250,New Orleans Pelicans,2019
388,E'Twaun Moore,SG,https://www.basketball-reference.com/players/m/mooreet01.html,55,6-3,191,New Orleans Pelicans,2019
389,Jahlil Okafor,C,https://www.basketball-reference.com/players/o/okafoja01.html,8,6-10,270,New Orleans Pelicans,2019
390,Elfrid Payton,PG,https://www.basketball-reference.com/players/p/paytoel01.html,4,6-3,195,New Orleans Pelicans,2019
391,Julius Randle,PF,https://www.basketball-reference.com/players/r/randlju01.html,30,6-8,250,New Orleans Pelicans,2019
392,Jason Smith,C,https://www.basketball-reference.com/players/s/smithja02.html,14,7-0,240,New Orleans Pelicans,2019
393,Kenrich Williams,SF,https://www.basketball-reference.com/players/w/willike04.html,34,6-6,210,New Orleans Pelicans,2019
394,Christian Wood,PF,https://www.basketball-reference.com/players/w/woodch01.html,35,6-10,214,New Orleans Pelicans,2019
395,Kadeem Allen,SG,https://www.basketball-reference.com/players/a/allenka01.html,0,6-1,200,New York Knicks,2019
396,Ron Baker,SG,https://www.basketball-reference.com/players/b/bakerro01.html,31,6-4,220,New York Knicks,2019
397,Trey Burke,PG,https://www.basketball-reference.com/players/b/burketr01.html,23,6-0,185,New York Knicks,2019
398,Damyean Dotson,SG,https://www.basketball-reference.com/players/d/dotsoda01.html,21,6-5,210,New York Knicks,2019
399,Henry Ellenson,PF,https://www.basketball-reference.com/players/e/ellenhe01.html,13,6-10,240,New York Knicks,2019
400,Billy Garrett,SG,https://www.basketball-reference.com/players/g/garrebi01.html,3,6-6,213,New York Knicks,2019
401,Tim Hardaway,SG,https://www.basketball-reference.com/players/h/hardati02.html,3,6-5,205,New York Knicks,2019
402,Mario Hezonja,SF,https://www.basketball-reference.com/players/h/hezonma01.html,8,6-8,220,New York Knicks,2019
403,Isaiah Hicks,PF,https://www.basketball-reference.com/players/h/hicksis01.html,4,6-9,230,New York Knicks,2019
404,John Jenkins,SG,https://www.basketball-reference.com/players/j/jenkijo01.html,30,6-4,215,New York Knicks,2019
405,DeAndre Jordan,C,https://www.basketball-reference.com/players/j/jordade01.html,6,6-11,265,New York Knicks,2019
406,Enes Kanter,C,https://www.basketball-reference.com/players/k/kanteen01.html,00,6-10,250,New York Knicks,2019
407,Kevin Knox,PF,https://www.basketball-reference.com/players/k/knoxke01.html,20,6-7,215,New York Knicks,2019
408,Luke Kornet,PF,https://www.basketball-reference.com/players/k/kornelu01.html,2,7-2,250,New York Knicks,2019
409,Courtney Lee,SG,https://www.basketball-reference.com/players/l/leeco01.html,5,6-5,215,New York Knicks,2019
410,Wesley Matthews,SG,https://www.basketball-reference.com/players/m/matthwe02.html,23,6-4,220,New York Knicks,2019
411,Emmanuel Mudiay,PG,https://www.basketball-reference.com/players/m/mudiaem01.html,1,6-3,200,New York Knicks,2019
412,Frank Ntilikina,PG,https://www.basketball-reference.com/players/n/ntilila01.html,11,6-4,200,New York Knicks,2019
413,Mitchell Robinson,C,https://www.basketball-reference.com/players/r/robinmi01.html,26,7-0,240,New York Knicks,2019
414,Dennis Smith,PG,https://www.basketball-reference.com/players/s/smithde03.html,5,6-2,205,New York Knicks,2019
415,Lance Thomas,PF,https://www.basketball-reference.com/players/t/thomala01.html,42,6-8,240,New York Knicks,2019
416,Allonzo Trier,SG,https://www.basketball-reference.com/players/t/trieral01.html,14,6-4,200,New York Knicks,2019
417,Noah Vonleh,PF,https://www.basketball-reference.com/players/v/vonleno01.html,32,6-10,257,New York Knicks,2019
418,Alex Abrines,SG,https://www.basketball-reference.com/players/a/abrinal01.html,8,6-6,200,Oklahoma City Thunder,2019
419,Steven Adams,C,https://www.basketball-reference.com/players/a/adamsst01.html,12,6-11,265,Oklahoma City Thunder,2019
420,Deonte Burton,SG,https://www.basketball-reference.com/players/b/burtode02.html,30,6-4,240,Oklahoma City Thunder,2019
421,Tyler Davis,C,https://www.basketball-reference.com/players/d/davisty01.html,34,6-10,266,Oklahoma City Thunder,2019
422,Hamidou Diallo,SG,https://www.basketball-reference.com/players/d/diallha01.html,6,6-5,202,Oklahoma City Thunder,2019
423,Jawun Evans,PG,https://www.basketball-reference.com/players/e/evansja01.html,8,6-0,185,Oklahoma City Thunder,2019
424,Raymond Felton,PG,https://www.basketball-reference.com/players/f/feltora01.html,2,6-1,205,Oklahoma City Thunder,2019
425,Terrance Ferguson,SG,https://www.basketball-reference.com/players/f/fergute01.html,23,6-6,190,Oklahoma City Thunder,2019
426,Paul George,SF,https://www.basketball-reference.com/players/g/georgpa01.html,13,6-8,220,Oklahoma City Thunder,2019
427,Jerami Grant,PF,https://www.basketball-reference.com/players/g/grantje01.html,9,6-8,210,Oklahoma City Thunder,2019
428,Donte Grantham,SF,https://www.basketball-reference.com/players/g/grantdo01.html,15,6-8,215,Oklahoma City Thunder,2019
429,Timothe Luwawu-Cabarrot,SF,https://www.basketball-reference.com/players/l/luwawti01.html,7,6-7,220,Oklahoma City Thunder,2019
430,Markieff Morris,PF,https://www.basketball-reference.com/players/m/morrima02.html,5,6-8,245,Oklahoma City Thunder,2019
431,Abdel Nader,SF,https://www.basketball-reference.com/players/n/naderab01.html,11,6-5,225,Oklahoma City Thunder,2019
432,Nerlens Noel,C,https://www.basketball-reference.com/players/n/noelne01.html,3,6-10,220,Oklahoma City Thunder,2019
433,Patrick Patterson,PF,https://www.basketball-reference.com/players/p/pattepa01.html,54,6-8,235,Oklahoma City Thunder,2019
434,Dennis Schroder,PG,https://www.basketball-reference.com/players/s/schrode01.html,17,6-1,172,Oklahoma City Thunder,2019
435,Russell Westbrook,PG,https://www.basketball-reference.com/players/w/westbru01.html,0,6-3,200,Oklahoma City Thunder,2019
436,D.J. Augustin,PG,https://www.basketball-reference.com/players/a/augusdj01.html,14,5-11,183,Orlando Magic,2019
437,Mohamed Bamba,C,https://www.basketball-reference.com/players/b/bambamo01.html,5,7-0,231,Orlando Magic,2019
438,Khem Birch,C,https://www.basketball-reference.com/players/b/birchkh01.html,24,6-9,233,Orlando Magic,2019
439,Isaiah Briscoe,PG,https://www.basketball-reference.com/players/b/briscis01.html,13,6-3,215,Orlando Magic,2019
440,Michael Carter-Williams,PG,https://www.basketball-reference.com/players/c/cartemi01.html,7,6-5,190,Orlando Magic,2019
441,Troy Caupain,PG,https://www.basketball-reference.com/players/c/caupatr01.html,3,6-4,210,Orlando Magic,2019
442,Evan Fournier,SG,https://www.basketball-reference.com/players/f/fournev01.html,10,6-7,205,Orlando Magic,2019
443,Melvin Frazier,SG,https://www.basketball-reference.com/players/f/frazime01.html,35,6-5,215,Orlando Magic,2019
444,Aaron Gordon,PF,https://www.basketball-reference.com/players/g/gordoaa01.html,00,6-8,235,Orlando Magic,2019
445,Jerian Grant,PG,https://www.basketball-reference.com/players/g/grantje02.html,22,6-4,205,Orlando Magic,2019
446,Jonathan Isaac,PF,https://www.basketball-reference.com/players/i/isaacjo01.html,1,6-11,230,Orlando Magic,2019
447,Wesley Iwundu,SF,https://www.basketball-reference.com/players/i/iwundwe01.html,25,6-6,195,Orlando Magic,2019
448,Amile Jefferson,PF,https://www.basketball-reference.com/players/j/jeffeam01.html,11,6-9,222,Orlando Magic,2019
449,Jarell Martin,PF,https://www.basketball-reference.com/players/m/martija01.html,2,6-10,239,Orlando Magic,2019
450,Terrence Ross,SG,https://www.basketball-reference.com/players/r/rosste01.html,31,6-6,206,Orlando Magic,2019
451,Jonathon Simmons,SG,https://www.basketball-reference.com/players/s/simmojo02.html,17,6-6,195,Orlando Magic,2019
452,Nikola Vucevic,C,https://www.basketball-reference.com/players/v/vucevni01.html,9,6-11,260,Orlando Magic,2019
453,Jonah Bolden,PF,https://www.basketball-reference.com/players/b/boldejo01.html,43,6-8,220,Philadelphia 76ers,2019
454,Corey Brewer,SF,https://www.basketball-reference.com/players/b/breweco01.html,00,6-9,186,Philadelphia 76ers,2019
455,Jimmy Butler,SF,https://www.basketball-reference.com/players/b/butleji01.html,23,6-7,230,Philadelphia 76ers,2019
456,Wilson Chandler,PF,https://www.basketball-reference.com/players/c/chandwi01.html,22,6-8,235,Philadelphia 76ers,2019
457,Robert Covington,SF,https://www.basketball-reference.com/players/c/covinro01.html,33,6-7,209,Philadelphia 76ers,2019
458,Joel Embiid,C,https://www.basketball-reference.com/players/e/embiijo01.html,21,7-0,280,Philadelphia 76ers,2019
459,James Ennis,SF,https://www.basketball-reference.com/players/e/ennisja01.html,11,6-6,215,Philadelphia 76ers,2019
460,Markelle Fultz,SG,https://www.basketball-reference.com/players/f/fultzma01.html,20,6-3,209,Philadelphia 76ers,2019
461,Tobias Harris,PF,https://www.basketball-reference.com/players/h/harrito02.html,33,6-8,226,Philadelphia 76ers,2019
462,Haywood Highsmith,SF,https://www.basketball-reference.com/players/h/highsha01.html,7,6-7,220,Philadelphia 76ers,2019
463,Demetrius Jackson,PG,https://www.basketball-reference.com/players/j/jacksde01.html,11,6-1,201,Philadelphia 76ers,2019
464,Amir Johnson,C,https://www.basketball-reference.com/players/j/johnsam01.html,5,6-9,240,Philadelphia 76ers,2019
465,Furkan Korkmaz,SG,https://www.basketball-reference.com/players/k/korkmfu01.html,30,6-7,202,Philadelphia 76ers,2019
466,Boban Marjanovic,C,https://www.basketball-reference.com/players/m/marjabo01.html,51,7-4,290,Philadelphia 76ers,2019
467,T.J. McConnell,PG,https://www.basketball-reference.com/players/m/mccontj01.html,12,6-1,190,Philadelphia 76ers,2019
468,Shake Milton,SG,https://www.basketball-reference.com/players/m/miltosh01.html,18,6-5,205,Philadelphia 76ers,2019
469,Greg Monroe,C,https://www.basketball-reference.com/players/m/monrogr01.html,55,6-11,265,Philadelphia 76ers,2019
470,Mike Muscala,PF,https://www.basketball-reference.com/players/m/muscami01.html,31,6-10,240,Philadelphia 76ers,2019
